俗名,拉丁学名,中文学名,目,bio_introduction
扭半鸟嘴鱵,Dermogenys pusillus,unk,胎鳉科,"

Hemiramphus fluviatilis Bleeker, 1850

The wrestling halfbeak (Dermogenys pusilla) also known as Malayan halfbeak is a species of viviparous halfbeak native to the fresh and brackish waters of rivers and coastal regions in South-East Asia, in Singapore, Thailand, Indonesia, Thailand, Malaysia, Borneo and Sumatra.[2][3] It is a small, slender, livebearing fish, with the elongated lower jaw characteristic of its family. The colour of this species varies, depending on where the specimen is found.[4] It is the type species of the genus Dermogenys.[5]

Wrestling halfbeaks are surface-feeding fish and feed on a variety of small invertebrates including crustaceans and insect larvae, but especially mosquito larvae and flying insects that have fallen onto the surface of the water.[6] As with all halfbeaks, the upper jaw lifts upwards when the fish is opening its mouth. Wrestling halfbeaks are livebearing fish, the females giving birth to around twenty offspring after a gestation period of about a month.[7][8][9]

Wrestling halfbeaks are sexually dimorphic. The females are larger than the males and grow up to 7 cm (3 in) long; males only reach about 5.5 cm (2.2 in) and typically has red or yellow patches on the dorsal fin and the beak.[10][11] The males of wrestling halfbeaks will fight among themselves by locking jaws, hence their name, for up to thirty minutes.

This species was described as Dermogenys pusillus by Heinrich Kuhl and Johan Coenraad van Hasselt in 1823 with the type locality given as Bogor, Java, the name was subsequently amended to the feminine form.[12]

In the wild, and in large aquaria, the weaker male will quickly disengage and swim away, and fights therefore rarely result in serious injury to either party. However, in their native range, local people sometimes use wrestling halfbeaks as fighting fish for betting purposes (like fighting cocks or siamese fighting fish).[13][14]

Wrestling halfbeaks, as well as other species in the genus Dermogenys, are quite widely traded as aquarium fish, sometimes under the ""silver halfbeak"" or ""golden halfbeak"" names, depending on the colouration of the fish. As with all freshwater halfbeaks, these fish are sensitive to sudden changes in pH and hardness, but they are otherwise adaptable, and can be maintained in anything from soft and acid freshwater through to slightly brackish water.[15][16] When first introduced into the aquarium, wrestling halfbeaks are nervous fish that tend to be timid. They may swim frantically if suddenly frightened, even crashing into the walls. However, once they are used to their surroundings, they become lively, easy to care for fish.[17][18]

 Media related to Dermogenys pusilla at Wikimedia Commons
"
新大钩扯旗,Hyphessobryon socolifi,索氏鲃脂鲤,脂鲤科,unk
红十字,Hemigrammus caudovittatus,尾纹半线脂鲤,脂鲤科,"

Hyphessobrycon anisitsi

The Buenos Aires tetra (Psalidodon anisitsi)[1] is a tropical fish from South America. It was first observed in the wild in 1907, by Carl H. Eigenmann.

An aquarium subject for over 60 years, the Buenos Aires tetra is a well loved aquarium fish, often admired for its flashy red color.

The Buenos Aires tetra originates from its namesake, South America. They are found in South America in the La Plata region of Argentina, Paraguay, Uruguay, and southeastern Brazil.[2] In the wild, they are commonly found in rivers, ponds, lakes, and streams, namely, in the La Plata region. They are a freshwater fish, and do not do well in conditions that may offer too salty or too filthy water. They swim in schools and are a social fish, always together with their own kind.

The tetra is a tropical, silver metallic-colored fish, with red-tipped fins and a black marking on the dorsal fin. The tetra is a hardy community fish for beginners, and is optimal for the beginning fish hobbyist.[2] It is also relatively large for a tetra, growing up to 7.5 cm (3 inches).[2] They can live up to 5 or 6 years. Its silver color picks up flashy neon highlights depending on how the light hits the fish. The top and bottom of the tail fin is generally red, along with the pelvic and anal fins. The dorsal fin may also have a hint of red at the very tip. Its most distinguishing characteristic is the caudal peduncle, or the connecting area between the tail and the rest of the body, which features a bold, black 'cross' shape.[2]

The Buenos Aires tetra are very durable, and do not have any special needs or requirements. A maintained freshwater tank and food is all that they really need. However, they are hearty feeders that must be well-fed or they may begin to nip at their long-finned tank-mates. Keeping the tetras in a school of 5 or more definitely decreases aggression. This species can occasionally nip at and eat aquarium plants.[2]

Buenos Aires tetras are an omnivorous species. In the wild they feed on worms, crustaceans, insects, and plants, but in the aquarium they will generally eat all kinds of live, fresh, and flake foods. To keep a good balance, give them a high quality flake food every day. To keep these tetras at their best and most colorful, offer regular meals of live and frozen foods, such as bloodworms, Daphnia, and brine shrimp. Vegetables should also be added to their diet. Feed these tetras several times a day and only what they can consume in 3 minutes or less at each feeding.[2]

Buenos Aires tetras breed occasionally in an aquarium setting. They breed by scattering their eggs into their environment,[3] hoping that they will be fertilized and lead to young. When breeding does occur, a hospital or ""breeding tank"" will be necessary. For optimal breeding conditions, use slightly acidic water. Much like most other species of fish, once the eggs begin to hatch, removing the parents will reduce the number of lost fry, as the parents will soon begin to eat their young.[4] Once the eggs are laid, the fry will begin to hatch in about 24 hours. For the next three or four days, they will eat their egg sac and then become free swimming fry.[3]
"
蓝线灯,Hemigrammus armstrongi,金半线脂鲤,脂鲤科,unk
克氏灯,Cheirodron kriegi,克氏唇齿脂鲤,脂鲤科,unk
金国王灯,Coelurichthys microlepis,小鳞凹脂鲤,脂鲤科,unk
非洲灯,Hemigrammopetersius caudalis,尾非洲裙鱼,脂鲤科,unk
皇后炮弹,Balistes stellatus,unk,鲀形目,unk
橙纹炮弹（波纹鳞鲀）, Balistoides,unk,鲀形目,"

Balistoides is a genus of triggerfishes native to the Indo-Pacific region.

There are currently 2 recognized species in this genus:[1]



This Tetraodontiformes article is a stub. You can help Wikipedia by expanding it."
花狗,Canthigast valentini,unk,鲀形目,unk
武士牛角,aracana sp,unk,鲀形目,unk
花木瓜,Ostracion meleagrig,unk,鲀形目,unk
紫喉,Anthias pascalus,unk,鲀形目,unk
燕尾鲈,Pseudoanthias squamipinnis,unk,鲀形目,unk
三色鲈,Pseudoanthias kashiwae,unk,鲀形目,unk
皇冠老虎,Pseudoanthias lori,unk,鲀形目,unk
火鹰,Neocirrhitus armatus,unk,鲀形目,"

The flame hawkfish (Neocirrhites armatus) is a species of marine ray-finned fish, a hawkfish belonging to the family Cirrhitidae. It is native to tropical reefs of the Pacific Ocean at depths of from 1 to 10 metres (3.3 to 32.8 ft). This species is also found in the aquarium trade.  It is the only known member of its genus.

The flame hawkfish was first formally described in 1873 by the French naturalist Francis de Laporte de Castelnau with the type locality given as Noble Island in the Torres Strait off Queensland.[2] Laporte placed the new species he was describing in its own monotypic genus.[3] The genus name is a compound of neo meaning “new” and Cirrhites, an alternative spelling of the type genus of the family Cirrhitidae, Cirrhitus. The specific name armatus  means ""armed"" a reference to the spines on the preoperculum.[4]

The flame hawkfish has a very deep, highly compressed body, its standard length being two to two and a half times its depth with a moderately long snout. The mouth has an outer row of canine teeth and an inner row of much smaller villiform teeth, the canines are notably larger at the front of the upper jaw and side of the lower jaw but there are no teeth on the palatine. There is a tuft of cirri and a flap on the posterior edge of the anterior nostril. The preoperculum has large serrations on at least its upper three quarters.[5] The dorsal fin contains 10 spines and 13 soft rays while the anal fin has 3 spines and 6-7 soft rays.[6] The dorsal fin spines are short, at the tip of each spine there is a tassel of cirri and the membranes between the spines are only weakly incised. The caudal fin is weakly rounded.[7] The six lowest pectoral fin rays are unbranched and robust and the longest rays do not reach past the tips of the pelvic fins.[5] This fish reaches a maximum total length of 9 centimetres (3.5 in).[6] This species is bright red with areas of black around eyes and beneath the dorsal fin.[8]

The flame hawkfish is found in the western Pacific where its range extends as far north as the Ryukyu and Ogasawara Islands of Japan across the Pacific as far as the Pitcairn Islands and south to the Great Barrier Reef off Queensland. This species may be found as deep as 25 m (82 ft), but is more commonly encountered between 10 and 15 m (33 and 49 ft).[1] It is a common species on reef fronts with exposure to tidal surge and on underwater terraces.[6]

The flame hawkfish is typically observed using the branches of live corals to hide among. The preferred species are Stylophora mordax, Pocillopora elegans, P. eydouxi, or P. verrucosa and it flees deep into the coral if approached. Their diet comprises small crustaceans. It is an oviparous pelagic spawner which breeds in monogamous pairs.[6] The adults do not have a swim bladder and use their robust pelvic fins as supports when perching on corals.[9]

The flame hawkfish is collected for the aquarium trade and it can be quite commonly available and is one of the more popular species of hawkfish for the hobby aquarium,[9] however, it is reportedly expensive and difficult to properly maintain.[6]
"
红鹰,Cyprinocirrhites polyactus,unk,鲀形目,unk
短嘴格,Cirrhititichthys falco,unk,鲀形目,unk
红肚炮弹3,Pervagor tomentosus,unk,鲀形目,unk
刺鲀,aracana sp.,unk,鲀形目,unk
六角,tetrasomus gibbosus,unk,鲀形目,"

Tetrosomus gibbosus, commonly called camel cowfish because of the hump on its dorsal keel, is one of 22 species in the boxfish family, Ostraciidae.[2] It is a ray finned fish. Other common names include helmet cowfish, humpback turretfish and thornbacked boxfish. It is  most closely related to T. reipublicae, the smallspine turretfish.[3] T. gibbosus is a species of boxfish found in the wide Indo-West Pacific. It has been recorded  since 1988 on rare occasions in the Levantine waters of the Mediterranean Sea, likely following entry via the Suez Canal.[4] It is the first species from the family Ostraciidae to be found in the Mediterranean Sea.[5]

It carries some value in the aquarium trade, but is difficult to keep.[6]

T. gibbosus is normally around 20 centimetres (7.9 in) long when it is fully grown, but can reach up to 30 centimetres (12 in) in length.[7] Fish in the genus Tetrosomus are characterized by the presence of a carapace, a hard upper shell formed by thick scale plates.[3] The body is completely encased in this bony shell, except for a few small openings such as the mouth, eyes, and gills.[8] The mouth is small with fleshy lips and conical teeth usually numbering less than 15.[8]

T. gibbosus has poisonous flesh, organs, and spines, and is known to secret poisonous mucus in defense or when it is disturbed.[7] This poison can be fatal to humans or other marine organisms that come into contact with it.[7] T. gibbosus is hermaphroditic; all individuals of this species are born female, but some may change into males as they grow.[7] Juveniles live together in small schools, but individuals become solitary as they mature into adulthood.[7] T. gibbosus is an omnivorous species, and its diet is known to include seaweeds, sponges, molluscs, worms, and crustaceans found on the bottom of its habitat.[7]

T. gibbosus lives in shallow tropical waters or warm seas with muddy bottoms and can sometimes be seen near shallow seagrass beds.[9][8] It is also found in coral reefs.[10] It is considered an endangered species in the South China Sea.[10]

A Lessepsian migration refers to the migration of a marine species from the Red Sea to the Mediterranean Sea, facilitated by the opening of the Suez Canal in 1869. A species is considered Lessepsian when it has completed this migration and established a population. T. gibbosus was first found in the Mediterranean Sea in 1988.[11] Both the Red Sea and the Mediterranean Sea have similar salinity levels and temperature ranges, which allows for an easier transition between of these bodies of water.[12][5] It is thought that Lessepsian species migrated due to changing climates, since the geographic land barrier was removed when the Suez Canal was completed.[11] T. gibbosus is now considered an invasive species in the Mediterranean Sea, as this is not included in its native distribution.[11] It is also considered an established species because it has established a growing population and has been found in multiple locations.[12] It is the first species from the family Ostraciidae to be found in the Mediterranean Sea.[5] Due to its inability to swim long distances, T. gibbosus likely took multiple generations to migrate from the Red Sea to the Mediterranean Sea; this is thought to have happened, in part, from northward currents moving eggs and larvae north towards the Mediterranean Sea.[5]
"
